"","population","time","block","plot","trt","sample","name","X","Y","Zm01_1","Zm01_2","Zm02_1","Zm02_2","Zm03_1","Zm03_2","Zm04_1","Zm04_2","Zm05_1","Zm05_2","Zm06_1","Zm06_2","Zm07_1","Zm07_2","Zm09_1","Zm09_2","Zm10_1","Zm10_2","mlg"
"1788","T5_6C",5,6,"C","2X",15,"T5-6C15",3,4,165,179,96,99,99,105,80,94,196,200,290,290,93,96,128,134,150,150,618
"1789","T5_6C",5,6,"C","2X",16,"T5-6C16",4,4,165,179,96,99,99,105,80,94,196,200,290,290,93,96,128,134,150,150,618
"1790","T5_6C",5,6,"C","2X",17,"T5-6C17",5,4,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"1791","T5_6C",5,6,"C","2X",18,"T5-6C18",6,4,165,179,96,99,99,105,80,94,196,200,290,290,93,96,128,134,150,150,618
"1792","T5_6C",5,6,"C","2X",19,"T5-6C19",1,3,165,179,96,99,99,105,80,94,196,200,290,290,93,96,128,134,150,150,618
"1793","T5_6C",5,6,"C","2X",20,"T5-6C20",2,3,165,179,96,99,99,105,80,94,196,200,290,290,93,96,128,134,150,150,618
"1794","T5_6C",5,6,"C","2X",21,"T5-6C21",3,3,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"6410","T5_6C",5,6,"C","2X",22,"T5-6C22",4,3,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"6510","T5_6C",5,6,"C","2X",23,"T5-6C23",5,3,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"1795","T5_6C",5,6,"C","2X",24,"T5-6C24",6,3,165,179,96,99,99,105,80,94,196,200,290,290,93,96,128,134,150,150,618
"1796","T5_6C",5,6,"C","2X",25,"T5-6C25",1,2,165,179,96,99,99,105,80,94,196,200,290,290,93,96,128,134,150,150,618
"1797","T5_6C",5,6,"C","2X",26,"T5-6C26",2,2,165,179,96,99,99,105,80,94,196,200,290,290,93,96,128,134,150,150,618
"1798","T5_6C",5,6,"C","2X",27,"T5-6C27",3,2,165,179,96,99,99,105,80,94,196,200,290,290,93,96,128,134,150,150,618
"1799","T5_6C",5,6,"C","2X",29,"T5-6C29",5,2,165,179,96,99,99,105,80,94,196,200,290,290,93,96,128,134,150,150,618
"1800","T5_6C",5,6,"C","2X",30,"T5-6C30",6,2,165,179,96,99,99,105,80,94,196,200,290,290,93,96,128,134,150,150,618
"1801","T5_6C",5,6,"C","2X",31,"T5-6C31",1,1,165,179,96,99,99,105,80,94,196,200,290,290,93,96,128,134,150,150,618
"1802","T5_6C",5,6,"C","2X",32,"T5-6C32",2,1,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"1803","T5_6C",5,6,"C","2X",33,"T5-6C33",3,1,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"1804","T5_6C",5,6,"C","2X",34,"T5-6C34",4,1,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"1805","T5_6C",5,6,"C","2X",35,"T5-6C35",5,1,165,179,96,99,99,105,80,94,196,200,290,290,93,96,128,134,150,150,618
"1806","T5_6C",5,6,"C","2X",36,"T5-6C36",6,1,165,179,96,99,99,105,80,94,196,200,290,290,93,96,128,134,150,150,618
"1807","T5_6D",5,6,"D","1X",1,"T5-6D1",1,6,165,171,99,102,105,105,94,94,196,196,290,290,90,96,128,128,148,150,643
"6610","T5_6D",5,6,"D","1X",2,"T5-6D2",2,6,165,171,99,102,105,105,94,94,196,196,290,290,90,96,128,128,148,150,643
"1808","T5_6D",5,6,"D","1X",3,"T5-6D3",3,6,165,171,99,102,105,105,94,94,196,196,290,290,90,96,128,128,148,150,643
"1809","T5_6D",5,6,"D","1X",4,"T5-6D4",4,6,165,171,99,102,105,105,94,94,196,196,290,290,90,96,128,128,148,150,643
"1810","T5_6D",5,6,"D","1X",5,"T5-6D5",5,6,165,171,99,102,105,105,94,94,196,196,290,290,90,96,128,128,148,150,643
"1811","T5_6D",5,6,"D","1X",6,"T5-6D6",6,6,165,171,99,102,105,105,94,94,196,196,290,290,90,96,128,128,148,150,643
"1812","T5_6D",5,6,"D","1X",7,"T5-6D7",1,5,165,171,99,102,105,105,94,94,196,196,290,290,90,96,128,128,148,150,643
"1813","T5_6D",5,6,"D","1X",8,"T5-6D8",2,5,165,171,99,102,105,105,94,94,196,196,290,290,90,96,128,128,148,150,643
"1814","T5_6D",5,6,"D","1X",9,"T5-6D9",3,5,165,165,102,102,103,105,80,80,196,196,290,290,84,93,128,134,146,150,1846
"1815","T5_6D",5,6,"D","1X",10,"T5-6D10",4,5,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"1816","T5_6D",5,6,"D","1X",11,"T5-6D11",5,5,165,171,99,102,105,105,94,94,196,196,290,290,90,96,128,128,148,150,643
"1817","T5_6D",5,6,"D","1X",12,"T5-6D12",6,5,165,171,99,102,105,105,94,94,196,196,290,290,90,96,128,128,148,150,643
"6710","T5_6D",5,6,"D","1X",13,"T5-6D13",1,4,165,171,99,102,105,105,94,94,196,196,290,290,90,96,128,128,148,150,643
"6810","T5_6D",5,6,"D","1X",14,"T5-6D14",2,4,165,171,99,102,105,105,94,94,196,196,290,290,90,96,128,128,148,150,643
"1818","T5_6D",5,6,"D","1X",15,"T5-6D15",3,4,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"1819","T5_6D",5,6,"D","1X",16,"T5-6D16",4,4,165,171,99,102,105,105,94,94,196,196,290,290,90,96,128,128,148,150,643
"1820","T5_6D",5,6,"D","1X",17,"T5-6D17",5,4,165,171,99,102,105,105,94,94,196,196,290,290,90,96,128,128,148,150,643
"1821","T5_6D",5,6,"D","1X",18,"T5-6D18",6,4,165,165,102,102,103,105,80,80,196,196,290,290,84,93,128,134,146,150,1846
"1822","T5_6D",5,6,"D","1X",19,"T5-6D19",1,3,165,171,99,102,105,105,94,94,196,196,290,290,90,96,128,128,148,150,643
"1823","T5_6D",5,6,"D","1X",20,"T5-6D20",2,3,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"1824","T5_6D",5,6,"D","1X",21,"T5-6D21",3,3,165,171,99,102,105,105,94,94,196,196,290,290,90,96,128,128,148,150,643
"1825","T5_6D",5,6,"D","1X",22,"T5-6D22",4,3,165,171,99,102,105,105,94,94,196,196,290,290,90,96,128,128,148,150,643
"1826","T5_6D",5,6,"D","1X",23,"T5-6D23",5,3,165,171,99,102,105,105,94,94,196,196,290,290,90,96,128,128,148,150,643
"1827","T5_6D",5,6,"D","1X",24,"T5-6D24",6,3,165,171,99,102,105,105,94,94,196,196,290,290,90,96,128,128,148,150,643
"1828","T5_6D",5,6,"D","1X",25,"T5-6D25",1,2,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"1829","T5_6D",5,6,"D","1X",26,"T5-6D26",2,2,165,171,99,102,105,105,94,94,196,196,290,290,90,96,128,128,148,150,643
"1830","T5_6D",5,6,"D","1X",27,"T5-6D27",3,2,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"1831","T5_6D",5,6,"D","1X",28,"T5-6D28",4,2,165,171,99,102,105,105,94,94,196,196,290,290,90,96,128,128,148,150,643
"1832","T5_6D",5,6,"D","1X",29,"T5-6D29",5,2,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"1833","T5_6D",5,6,"D","1X",30,"T5-6D30",6,2,165,171,99,102,105,105,94,94,196,196,290,290,90,96,128,128,148,150,643
"1834","T5_6D",5,6,"D","1X",31,"T5-6D31",1,1,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"1835","T5_6D",5,6,"D","1X",32,"T5-6D32",2,1,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"1836","T5_6D",5,6,"D","1X",33,"T5-6D33",3,1,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"1837","T5_6D",5,6,"D","1X",34,"T5-6D34",4,1,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"1838","T5_6D",5,6,"D","1X",35,"T5-6D35",5,1,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"6910","T5_7A",5,7,"A","0X",1,"T5-7A1",1,6,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1839","T5_7A",5,7,"A","0X",2,"T5-7A2",2,6,165,165,99,102,105,105,80,94,192,200,284,284,90,96,134,134,146,148,686
"1840","T5_7A",5,7,"A","0X",3,"T5-7A3",3,6,165,171,102,102,105,113,80,80,196,200,284,290,96,96,128,128,150,150,683
"1841","T5_7A",5,7,"A","0X",4,"T5-7A4",4,6,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1842","T5_7A",5,7,"A","0X",5,"T5-7A5",5,6,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"7010","T5_7A",5,7,"A","0X",6,"T5-7A6",6,6,165,165,99,102,105,105,80,94,192,200,284,284,90,96,134,134,146,148,686
"3102","T5_7A",5,7,"A","0X",8,"T5-7A8",2,5,999,999,102,102,105,105,80,80,196,196,290,290,90,96,128,134,146,150,2500
"1843","T5_7A",5,7,"A","0X",9,"T5-7A9",3,5,165,171,102,102,105,113,80,80,196,200,284,290,96,96,128,128,150,150,683
"1844","T5_7A",5,7,"A","0X",10,"T5-7A10",4,5,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1845","T5_7A",5,7,"A","0X",11,"T5-7A11",5,5,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1846","T5_7A",5,7,"A","0X",12,"T5-7A12",6,5,165,165,99,102,105,105,80,94,192,200,284,284,90,96,134,134,146,148,686
"1847","T5_7A",5,7,"A","0X",13,"T5-7A13",1,4,165,171,102,102,105,113,80,80,196,200,284,290,96,96,128,128,150,150,683
"1848","T5_7A",5,7,"A","0X",14,"T5-7A14",2,4,165,171,102,102,105,113,80,80,196,200,284,290,96,96,128,128,150,150,683
"7110","T5_7A",5,7,"A","0X",15,"T5-7A15",3,4,165,171,102,102,105,113,80,80,196,200,284,290,96,96,128,128,150,150,683
"1849","T5_7A",5,7,"A","0X",17,"T5-7A17",5,4,165,171,102,102,105,113,80,80,196,200,284,290,96,96,128,128,150,150,683
"1850","T5_7A",5,7,"A","0X",18,"T5-7A18",6,4,165,171,102,102,105,113,80,80,196,200,284,290,96,96,128,128,150,150,683
"1851","T5_7A",5,7,"A","0X",19,"T5-7A19",1,3,165,171,102,102,105,113,80,80,196,200,284,290,96,96,128,128,150,150,683
"1852","T5_7A",5,7,"A","0X",20,"T5-7A20",2,3,165,171,102,102,105,113,80,80,196,200,284,290,96,96,128,128,150,150,683
"4101","T5_7A",5,7,"A","0X",21,"T5-7A21",3,3,999,999,102,102,105,105,80,80,196,196,290,290,90,96,128,134,146,150,2500
"1853","T5_7A",5,7,"A","0X",22,"T5-7A22",4,3,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1854","T5_7A",5,7,"A","0X",24,"T5-7A24",6,3,165,171,102,102,105,113,80,80,196,200,284,290,96,96,128,128,150,150,683
"1855","T5_7A",5,7,"A","0X",25,"T5-7A25",1,2,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1856","T5_7A",5,7,"A","0X",26,"T5-7A26",2,2,165,171,102,102,105,113,80,80,196,200,284,290,96,96,128,128,150,150,683
"1857","T5_7A",5,7,"A","0X",27,"T5-7A27",3,2,165,171,102,102,105,105,80,80,196,196,290,290,96,96,134,134,146,150,1889
"1858","T5_7A",5,7,"A","0X",28,"T5-7A28",4,2,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1859","T5_7A",5,7,"A","0X",29,"T5-7A29",5,2,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1860","T5_7A",5,7,"A","0X",30,"T5-7A30",6,2,165,165,99,102,105,105,80,94,192,200,284,284,90,96,134,134,146,148,686
"7210","T5_7A",5,7,"A","0X",31,"T5-7A31",1,1,165,171,102,102,105,113,80,80,196,200,284,290,96,96,128,128,150,150,683
"1861","T5_7A",5,7,"A","0X",32,"T5-7A32",2,1,165,171,102,102,105,105,80,80,196,196,290,290,96,96,134,134,146,150,1889
"1862","T5_7A",5,7,"A","0X",33,"T5-7A33",3,1,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1863","T5_7A",5,7,"A","0X",34,"T5-7A34",4,1,165,171,102,102,105,113,80,80,196,200,284,290,96,96,128,128,150,150,683
"1864","T5_7A",5,7,"A","0X",35,"T5-7A35",5,1,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1865","T5_7A",5,7,"A","0X",36,"T5-7A36",6,1,165,165,99,102,105,105,80,94,192,200,284,284,90,96,134,134,146,148,686
"1866","T5_7B",5,7,"B","2X",1,"T5-7B1",1,6,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1867","T5_7B",5,7,"B","2X",2,"T5-7B2",2,6,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1868","T5_7B",5,7,"B","2X",4,"T5-7B4",4,6,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1869","T5_7B",5,7,"B","2X",5,"T5-7B5",5,6,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1870","T5_7B",5,7,"B","2X",6,"T5-7B6",6,6,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1871","T5_7B",5,7,"B","2X",7,"T5-7B7",1,5,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1872","T5_7B",5,7,"B","2X",8,"T5-7B8",2,5,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1873","T5_7B",5,7,"B","2X",9,"T5-7B9",3,5,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1874","T5_7B",5,7,"B","2X",10,"T5-7B10",4,5,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1875","T5_7B",5,7,"B","2X",11,"T5-7B11",5,5,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1876","T5_7B",5,7,"B","2X",12,"T5-7B12",6,5,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1877","T5_7B",5,7,"B","2X",13,"T5-7B13",1,4,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1878","T5_7B",5,7,"B","2X",14,"T5-7B14",2,4,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1879","T5_7B",5,7,"B","2X",15,"T5-7B15",3,4,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1880","T5_7B",5,7,"B","2X",16,"T5-7B16",4,4,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1881","T5_7B",5,7,"B","2X",17,"T5-7B17",5,4,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1882","T5_7B",5,7,"B","2X",18,"T5-7B18",6,4,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1883","T5_7B",5,7,"B","2X",19,"T5-7B19",1,3,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1884","T5_7B",5,7,"B","2X",20,"T5-7B20",2,3,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1885","T5_7B",5,7,"B","2X",21,"T5-7B21",3,3,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1886","T5_7B",5,7,"B","2X",22,"T5-7B22",4,3,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1887","T5_7B",5,7,"B","2X",23,"T5-7B23",5,3,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1888","T5_7B",5,7,"B","2X",24,"T5-7B24",6,3,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1889","T5_7B",5,7,"B","2X",26,"T5-7B26",2,2,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1890","T5_7B",5,7,"B","2X",27,"T5-7B27",3,2,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1891","T5_7B",5,7,"B","2X",28,"T5-7B28",4,2,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1892","T5_7B",5,7,"B","2X",29,"T5-7B29",5,2,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1893","T5_7B",5,7,"B","2X",30,"T5-7B30",6,2,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1894","T5_7B",5,7,"B","2X",31,"T5-7B31",1,1,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1895","T5_7B",5,7,"B","2X",32,"T5-7B32",2,1,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1896","T5_7B",5,7,"B","2X",33,"T5-7B33",3,1,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1897","T5_7B",5,7,"B","2X",34,"T5-7B34",4,1,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1898","T5_7B",5,7,"B","2X",36,"T5-7B36",6,1,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1899","T5_7C",5,7,"C","4X",1,"T5-7C1",1,6,165,171,102,102,103,105,80,80,200,200,284,284,93,99,128,128,148,150,754
"1900","T5_7C",5,7,"C","4X",2,"T5-7C2",2,6,165,171,96,102,105,109,80,80,196,196,284,290,93,96,128,128,146,150,748
"1901","T5_7C",5,7,"C","4X",3,"T5-7C3",3,6,165,171,102,102,103,105,80,80,200,200,284,284,93,99,128,128,148,150,754
"1902","T5_7C",5,7,"C","4X",4,"T5-7C4",4,6,165,171,102,102,103,105,80,80,200,200,284,284,93,99,128,128,148,150,754
"1903","T5_7C",5,7,"C","4X",5,"T5-7C5",5,6,165,171,102,102,103,105,80,80,200,200,284,284,93,99,128,128,148,150,754
"1904","T5_7C",5,7,"C","4X",6,"T5-7C6",6,6,165,171,102,102,103,105,80,80,200,200,284,284,93,99,128,128,148,150,754
"1905","T5_7C",5,7,"C","4X",7,"T5-7C7",1,5,165,171,102,102,103,105,80,80,200,200,284,284,93,99,128,128,148,150,754
"1906","T5_7C",5,7,"C","4X",8,"T5-7C8",2,5,165,171,102,102,103,105,80,80,200,200,284,284,93,99,128,128,148,150,754
"1907","T5_7C",5,7,"C","4X",10,"T5-7C10",4,5,165,171,102,102,103,105,80,80,200,200,284,284,93,99,128,128,148,150,754
"1908","T5_7C",5,7,"C","4X",11,"T5-7C11",5,5,165,171,102,102,103,105,80,80,200,200,284,284,93,99,128,128,148,150,754
"1909","T5_7C",5,7,"C","4X",12,"T5-7C12",6,5,165,171,102,102,103,105,80,80,200,200,284,284,93,99,128,128,148,150,754
"1910","T5_7C",5,7,"C","4X",13,"T5-7C13",1,4,171,171,102,102,105,105,80,80,196,196,284,290,90,93,128,128,150,150,1942
"1911","T5_7C",5,7,"C","4X",14,"T5-7C14",2,4,165,171,102,102,103,105,80,80,200,200,284,284,93,99,128,128,148,150,754
"1912","T5_7C",5,7,"C","4X",15,"T5-7C15",3,4,165,171,102,102,103,105,80,80,200,200,284,284,93,99,128,128,148,150,754
"1913","T5_7C",5,7,"C","4X",17,"T5-7C17",5,4,165,171,102,102,103,105,80,80,200,200,284,284,93,99,128,128,148,150,754
"7310","T5_7C",5,7,"C","4X",18,"T5-7C18",6,4,165,171,102,102,103,105,80,80,200,200,284,284,93,99,128,128,148,150,754
"7410","T5_7C",5,7,"C","4X",19,"T5-7C19",1,3,171,171,102,102,105,105,80,80,196,196,284,290,90,93,128,128,150,150,1942
"1914","T5_7C",5,7,"C","4X",20,"T5-7C20",2,3,165,171,102,102,103,105,80,80,200,200,284,284,93,99,128,128,148,150,754
"1915","T5_7C",5,7,"C","4X",24,"T5-7C24",6,3,165,171,102,102,103,105,80,80,200,200,284,284,93,99,128,128,148,150,754
"1916","T5_7C",5,7,"C","4X",25,"T5-7C25",1,2,171,171,102,102,105,105,80,80,196,196,284,290,90,93,128,128,150,150,1942
"1917","T5_7C",5,7,"C","4X",26,"T5-7C26",2,2,165,165,102,102,105,105,80,94,196,196,284,290,90,96,128,134,146,150,1949
"1918","T5_7C",5,7,"C","4X",29,"T5-7C29",5,2,165,171,102,102,103,105,80,80,200,200,284,284,93,99,128,128,148,150,754
"7510","T5_7C",5,7,"C","4X",30,"T5-7C30",6,2,165,171,96,102,105,109,80,80,196,200,284,290,93,93,128,128,146,150,1953
"7610","T5_7C",5,7,"C","4X",32,"T5-7C32",2,1,165,165,102,102,105,105,80,94,196,196,284,290,90,96,128,134,146,150,1949
"1919","T5_7C",5,7,"C","4X",33,"T5-7C33",3,1,165,165,102,102,105,105,80,94,196,196,284,290,90,96,128,134,146,150,1949
"1920","T5_7C",5,7,"C","4X",34,"T5-7C34",4,1,165,165,102,102,105,105,80,94,196,196,284,290,90,96,128,134,146,150,1949
"1921","T5_7C",5,7,"C","4X",35,"T5-7C35",5,1,165,171,96,102,105,109,80,80,196,200,284,290,93,93,128,128,146,150,1953
"1922","T5_7C",5,7,"C","4X",36,"T5-7C36",6,1,165,171,96,102,105,109,80,80,196,200,284,290,93,93,128,128,146,150,1953
"1923","T5_7D",5,7,"D","1X",1,"T5-7D1",1,6,165,165,102,102,105,105,80,94,196,196,290,290,90,96,134,136,148,150,780
"1924","T5_7D",5,7,"D","1X",2,"T5-7D2",2,6,165,165,102,102,105,105,80,94,196,196,290,290,90,96,134,136,148,150,780
"1925","T5_7D",5,7,"D","1X",4,"T5-7D4",4,6,165,177,96,102,105,105,80,80,192,196,290,290,90,96,128,136,148,150,787
"1926","T5_7D",5,7,"D","1X",6,"T5-7D6",6,6,165,165,102,102,105,105,80,94,196,196,290,290,90,96,134,136,148,150,780
"1927","T5_7D",5,7,"D","1X",7,"T5-7D7",1,5,165,165,102,102,105,105,80,94,196,196,290,290,90,96,134,136,148,150,780
"1928","T5_7D",5,7,"D","1X",8,"T5-7D8",2,5,165,177,96,102,105,105,80,80,192,196,290,290,90,96,128,136,148,150,787
"1929","T5_7D",5,7,"D","1X",9,"T5-7D9",3,5,165,177,96,102,105,105,80,80,192,196,290,290,90,96,128,136,148,150,787
"1930","T5_7D",5,7,"D","1X",10,"T5-7D10",4,5,165,177,96,102,105,105,80,80,192,196,290,290,90,96,128,136,148,150,787
"1931","T5_7D",5,7,"D","1X",11,"T5-7D11",5,5,165,171,102,102,101,105,80,94,192,196,290,290,90,93,128,136,148,148,1963
"1932","T5_7D",5,7,"D","1X",12,"T5-7D12",6,5,165,165,102,102,105,105,80,94,196,196,290,290,90,96,134,136,148,150,780
"1933","T5_7D",5,7,"D","1X",13,"T5-7D13",1,4,165,165,102,102,105,105,80,94,196,196,290,290,90,96,134,136,148,150,780
"1934","T5_7D",5,7,"D","1X",14,"T5-7D14",2,4,165,165,102,102,105,105,80,94,196,196,290,290,90,96,134,136,148,150,780
"1935","T5_7D",5,7,"D","1X",15,"T5-7D15",3,4,165,165,102,102,105,105,80,94,196,196,290,290,90,96,134,136,148,150,780
"1936","T5_7D",5,7,"D","1X",16,"T5-7D16",4,4,165,171,102,102,105,105,80,94,200,200,290,290,93,96,128,128,146,148,1968
"1937","T5_7D",5,7,"D","1X",17,"T5-7D17",5,4,165,171,102,102,101,105,80,94,192,196,290,290,90,93,128,136,148,148,1963
"1938","T5_7D",5,7,"D","1X",18,"T5-7D18",6,4,165,165,102,102,105,105,94,94,196,200,290,290,90,93,134,136,148,150,1970
"1939","T5_7D",5,7,"D","1X",19,"T5-7D19",1,3,165,177,96,102,105,105,80,80,192,196,290,290,90,96,128,136,148,150,787
"1940","T5_7D",5,7,"D","1X",20,"T5-7D20",2,3,165,177,96,102,105,105,80,80,192,196,290,290,90,96,128,136,148,150,787
"1941","T5_7D",5,7,"D","1X",21,"T5-7D21",3,3,165,165,102,102,105,105,80,94,196,196,290,290,90,96,134,136,148,150,780
"1942","T5_7D",5,7,"D","1X",22,"T5-7D22",4,3,165,165,102,102,105,105,80,94,196,196,290,290,90,96,134,136,148,150,780
"1943","T5_7D",5,7,"D","1X",23,"T5-7D23",5,3,165,171,102,102,101,105,80,94,192,196,290,290,90,93,128,136,148,148,1963
"1944","T5_7D",5,7,"D","1X",24,"T5-7D24",6,3,165,165,96,102,105,105,80,80,196,196,290,290,90,96,128,128,146,148,786
"1945","T5_7D",5,7,"D","1X",26,"T5-7D26",2,2,165,177,96,102,105,105,80,80,192,196,290,290,90,96,128,136,148,150,787
"1946","T5_7D",5,7,"D","1X",27,"T5-7D27",3,2,165,177,96,102,105,105,80,80,192,196,290,290,90,96,128,136,148,150,787
"1947","T5_7D",5,7,"D","1X",28,"T5-7D28",4,2,165,165,102,102,105,105,80,94,196,196,290,290,90,96,134,136,148,150,780
"1948","T5_7D",5,7,"D","1X",30,"T5-7D30",6,2,165,165,102,102,105,105,80,94,196,196,290,290,90,96,134,136,148,150,780
"1949","T5_7D",5,7,"D","1X",31,"T5-7D31",1,1,165,165,96,102,105,105,80,80,196,196,290,290,90,96,128,128,146,148,786
"1950","T5_7D",5,7,"D","1X",32,"T5-7D32",2,1,165,177,96,102,105,105,80,80,192,196,290,290,90,96,128,136,148,150,787
"1951","T5_7D",5,7,"D","1X",33,"T5-7D33",3,1,165,177,96,102,105,105,80,80,192,196,290,290,90,96,128,136,148,150,787
"1952","T5_7D",5,7,"D","1X",35,"T5-7D35",5,1,165,171,102,102,105,105,80,94,200,200,290,290,93,96,128,128,146,148,1968
"1953","T5_7D",5,7,"D","1X",36,"T5-7D36",6,1,165,165,102,102,105,105,80,94,196,196,290,290,90,96,134,136,148,150,780
"1954","T5_8A",5,8,"A","0X",1,"T5-8A1",1,6,165,165,102,102,105,105,80,94,200,200,284,290,93,93,128,134,148,150,688
"1955","T5_8A",5,8,"A","0X",2,"T5-8A2",2,6,165,171,102,102,105,105,80,94,200,204,284,284,90,96,128,132,150,150,808
"1956","T5_8A",5,8,"A","0X",3,"T5-8A3",3,6,165,165,96,102,103,105,94,94,192,200,284,290,93,96,128,128,150,150,812
"1957","T5_8A",5,8,"A","0X",4,"T5-8A4",4,6,165,171,102,102,105,105,94,94,196,200,284,290,90,90,128,128,150,150,1989
"1958","T5_8A",5,8,"A","0X",5,"T5-8A5",5,6,165,171,102,102,105,105,94,94,196,200,284,290,90,90,128,128,150,150,1989
"1959","T5_8A",5,8,"A","0X",6,"T5-8A6",6,6,165,171,102,102,105,105,80,80,192,204,284,290,90,90,128,128,146,150,1991
"1960","T5_8A",5,8,"A","0X",7,"T5-8A7",1,5,165,165,99,102,103,105,80,94,196,200,284,290,75,90,128,134,146,150,817
"1961","T5_8A",5,8,"A","0X",8,"T5-8A8",2,5,165,171,102,102,105,105,80,80,192,204,284,290,90,90,128,128,146,150,1991
"1962","T5_8A",5,8,"A","0X",9,"T5-8A9",3,5,165,171,102,102,105,105,94,94,196,200,284,290,90,90,128,128,150,150,1989
"1963","T5_8A",5,8,"A","0X",10,"T5-8A10",4,5,165,171,102,102,105,105,80,94,200,204,284,284,90,96,128,132,150,150,808
